product_title,star_rating,verified_purchase,review_headline,review_body,review_date
"GE PGS950SEFSS Profile 30"" Stainless Steel Gas Slide-In Sealed Burner Double Oven Range - Convection",2,Y,Buyer Beware,"Updated review:  I have loved using this range - I cook a lot - until just recently.  All of a sudden, lots of things are going wrong.  I am just past the 1 year warranty.  I did not buy the extended warranty.  Problems.... first, the bottom oven light burned out, now the top oven light will come on at strange times and it won't always turn off when I push the button, also, the bottom oven has started taking FOREVER to preheat, and lastly, the &quot;shut door&quot; message is coming on for the upper oven and the door is shut.  After giving this range a 5 star rating, I'm changing it to a 1 star.  Here's why.  I want to shout loud and clear, &quot;Buyer Beware&quot;.  I've now seen online that others are having major issues with this range, issues that are very expensive to resolve, and negative experiences with GE customer service.  I hope I'll be able to revise this rating, but I'm very concerned about where my experience is headed.<br /><br />Former Review:  Here are many things I love about this gas range!  It is so nice having two ovens - wow!  I also like the 5 burners (btu range is great - from high heat down to a simmer), and the griddle option in the middle is a nice addition.  The top is easy to clean (so much better than the glass top on my older KitchenAid gas range).  This range looks great in our kitchen - very sleek, high quality.  Love it!  The only thing that I don't like are the small gaps in the very back between the range and the counter top  - other reviewers have mentioned this.  It just seems like a weird design element. Other than that, I am really happy with this purchase.  BTW, we did have to convert the range from natural gas to propane.  Even though we are big DIYers, it was pain and was time consuming.  Glad that part's done.<br /><br />Update (4/18/15)  I continue to feel that this is a 5 star purchase.  Using two ovens at once has been fabulous - I love being able to roast vegetables in one oven and bake another dish in the other.  And again, as I mentioned before, the stainless steel top is so easy to clean and maintain, as long as you don't mind moving the burners and griddle to the side to wipe off the stainless (the burners and griddle are heavy duty, so they have some weight, but I don't mind this).  I just used the griddle for the first time this morning - I cooked three pancakes at a time, and it worked great.  Highly recommend this range!again, as I mentioned before, the stainless steel top is so easy to clean and maintain, as long as you don't mind moving the burners and griddle to the side to wipe off the stainless (the burners and griddle are heavy duty, so they have some weight, but I don't mind this).  I just used the griddle for the first time this morning - I cooked three pancakes at a time, and it worked great.  Highly recommend this range!",3/21/15
"GE PHP960SMSS Profile 36"" Stainless Steel Electric Induction Cooktop",4,Y,Love the induction cooking,"Love the induction cooking.  I did have to get a new set of pans that would work, but I need 1 anyway.  The one problem is the the stainless steel trim around the edge has some kind of glue to hold it on and it has come loose after about 3 months and will not stay down.  I will be contacting GE to find out what can be done.  Also, I would caution again the stainless, as no matter how careful you are, it can get scratched.  I previously had an electric stove top, which was always a pain, as it would never cool down fast enough and it was so easy for things to boil over.  Not a problem with induction...it is very close to the same as using gas.",3/21/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,worked fine and arrived on time,3/21/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Second one I have purchased since I replace filters yearly and was able to save $$$$. This is a direct replacement for the more expensive brands offered and is equal to if not better than them.,3/21/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Works great!,Am very pleased with this filter! Was extremely easy to install and liked the reminder stickers that it came with to let me know when the next change is due. Will definitely order again!,3/21/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Fits perfectly and less expensive than name brand. Will purchase again.,3/20/15
"GE PGS950SEFSS Profile 30"" Stainless Steel Gas Slide-In Sealed Burner Double Oven Range - Convection",5,Y,"Nice range, good addition to our kitchen",Great product at a great price. We saved almost $800 from the nearest quote we had on the same unit.,3/20/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,A++,3/20/15
GE Partsmaster Electric Range Knob Set,5,Y,Five Stars,Fit just fine.,3/20/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,easy to install and working well,"Delivered on time, easy to install and working well.",3/20/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,GE MWF SmartWater Comparable Water Filter,I had been hesitant to order the comparable product but my husband said just go ahead and order it so I did and was very pleased that I did since the filter works perfectly.,3/20/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,4,Y,Works,My husband installed the filter last night and said it went in with no problem but wished it had an arrow to line up with like the original smart filter.,3/20/15
GE Part Number WB49X10185 TRAY GLASS,5,Y,Perfect Fit,Perfect match for my GE microwave.,3/20/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,5 stars,Great value !! Just like the original but a lot better! !,3/19/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Easy and I like the company!,"Easy to install, excellent customer followup and directions.  Seems to be working well.",3/19/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,"Delivered fast, operates as expected","Delivered fast, operates as expected - I recommend this as a perfectly acceptable replacement to the GE OEM version.",3/19/15
GE GTDS820EDWS 7.8 Cu. Ft. White With Steam Cycle Electric Front Load Dryer,5,Y,Five Stars,Perfect,3/19/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Perfect filter in every way and.. to my surprise it came the next day!<br />Thanks!!,3/19/15
GE JP328SKSS 30 Electric Cooktop - Stainless Steel,5,Y,Five Stars,Great product. I love it,3/19/15
Genuine OEM FSP Whirlpool Kenmore Maytag Roper Estate Washing Machine Motor Capacitor Part # 357021,4,Y,Four Stars,Part arrived in perfect condition. Plugged it in and it worked. Thanks for such a detailed product description.,3/19/15
"GE JP328WKWW 30"" White Electric Coil Cooktop",4,Y,Like White,"Had to make a few adjustments to the opening with caulk even though the measurements were an exact match to my previous unit.<br />I was first concerned since the product's box was opened on one end as if it may have been returned.  For now, it's working fine.",3/19/15
"GE Cafe CGP650SETSS 36"" Built-In Gas Cooktop",5,Y,Can't be beat for the money.,"What everyone else positive is absolutely true. Very nice looking, very well made, etc. I dont get what some people are talking about witht the grates being a little high. We cook a lot and everything works fantastic for us.",3/18/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,4,Y,Seems to be working fine. Black water came through to start,Seems to be working  fine.  Black water came through to start.  Quick shipping!,3/18/15
"Genuine Aprilaire Humidifier Maintenance Kit 4839 - For Models 600, 600A, and 600M",5,Y,Complete kit with everything to do the job.,The kit was a complete replacement for a 12 year old unit.  Every fit perfectly and I was happy.,3/18/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Just as good as GE but much cheaper,There's not much to say except that this worked perfectly to replace an MWF filter on a GE fridge for a fraction of the cost of the real thing.  I'll be buying these in the future instead of the GE brand.,3/18/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Delivered on time and works great,3/17/15
GENUINE OEM FSP WHIRLPOOL KENMORE SEARS MAYTAG ROPER ESTATE KITCHENAID ADMIRAL DRYER KIT PARTS 4392068 3394652 329241 691366 690997,2,Y,Wrong length belt. Product looks ok however I must ...,Wrong length belt.  Product looks ok however I must send back.<br />They need to tell you belt length.,3/17/15
"GE Cafe CGP650SETSS 36"" Built-In Gas Cooktop",5,Y,Awesome Cooktop!!!!,Fantastic Cooktop!!!!  Super easy to install. Great customer service. Shipped quick. I can't say enough about the grill insert. It's a Lodge brand cast iron grill. Those of you that have used Lodge brand cookwear know those are awesome cast iron cookwear. It's super easy to make pancakes to grilled asparagus!!! Don't forget to &#34;treat&#34; the grill insert.  You can't go wrong with this cooktop.,3/17/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Great product,Great filter for my fridge! Thank you!,3/16/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,I have good water pressure and the water taste good and it's ...,I went to Lowe's to buy a filter and was thrown back by the $50 price tag. No way I was paying that much. I found this filter and decided to give it a try. I had no problem installing the filter. I ran a few pitchers of water through it to remove any carbon residue. I have good water pressure and the water taste good and it's clear. I know where I'll be buying my next one.,3/16/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,"perfect, received promptly",3/16/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Comparable to the GE original filters and cost effective,"This was the 2nd time that I bought a compatible GE filter and it is working pretty well.  Like the others, I needed to run the water through the filter a bit before it tasted normal.  In addition, I was very happy with the service I received on this purchase.  The customer service representative sent me emails before and after receipt of the merchandise to keep me informed of the timing of receipt and whether I had any questions after installation.",3/16/15
